duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type,bytes_ratio,total_bytes,error_ratio,service_similarity,bytes_per_second,login_risk,conn_density
13.51,1155.0,1162.0,0,0,0,1,0,1,0.0,14,6.0,0.006,0.03,0.955,0.021,251,90,0,normal,1.0052,2317.0,0.018,0.934,171.4899,0.0,0.0556
4.99,1531.0,1310.0,0,0,0,2,0,1,0.0,31,30.0,0.01,0.001,0.904,0.083,120,139,0,normal,0.8551,2841.0,0.0055,0.821,569.2246,0.0,0.2562
3.19,1268.0,1670.0,0,0,0,0,0,1,0.0,13,12.0,0.019,0.021,0.883,0.039,212,127,0,normal,1.316,2938.0,0.02,0.844,920.7145,0.0,0.061
4.48,1428.0,1504.0,0,0,0,4,0,1,0.0,26,15.0,0.008,0.039,0.891,0.048,161,59,0,normal,1.0525,2932.0,0.0235,0.843,654.3182,0.0,0.1605
0.1,153.0,128.0,0,0,0,1,0,0,0.0,222,15.0,0.09,0.9580200000000004,0.158,0.719,141,18,1,probe,0.8312,281.0,0.524,-0.561,2782.1782,0.0,1.5634
11.79,1591.0,1074.0,0,0,0,2,0,1,0.0,6,28.0,0.011,0.01,0.89,0.055,246,220,0,normal,0.6746,2665.0,0.0105,0.835,226.0198,0.0,0.0243
5.66,1063.0,718.0,0,0,0,3,0,1,0.0,32,43.0,0.026,0.017,0.88,0.021,234,137,0,normal,0.6748,1781.0,0.0215,0.859,314.6087,0.0,0.1362
15.4,1873.0,1355.0,0,0,0,2,0,1,0.0,32,24.0,0.047,0.041,0.981,0.069,246,154,0,normal,0.7231,3228.0,0.044,0.912,209.5968,0.0,0.1296
7.01,1304.0,1541.0,0,0,0,3,0,1,0.0,29,45.0,0.003,0.049,0.853,0.022,129,230,0,normal,1.1808,2845.0,0.026,0.831,405.7909,0.0,0.2231
13.42,1936.0,1166.0,0,0,0,2,0,1,0.0,18,30.0,0.048,0.036,0.911,0.085,148,192,0,normal,0.602,3102.0,0.042,0.826,231.1303,0.0,0.1208
1.65,1014.0,1095.0,0,0,0,3,0,1,0.0,27,49.0,0.044,0.042,0.824,0.036,200,245,0,normal,1.0788,2109.0,0.043,0.788,1277.4076,0.0,0.1343
0.43,1300.0,1128.0,0,0,0,4,0,1,0.0,4,38.0,0.024,0.042,0.943,0.017,102,62,0,normal,0.867,2428.0,0.033,0.926,5633.4107,0.0,0.0388
3.81,2309.0,1111.0,0,0,0,0,0,1,0.0,25,25.0,0.025,0.039,0.991,0.044,192,252,0,normal,0.481,3420.0,0.032,0.947,897.4023,0.0,0.1295
0.96,1124.0,1072.0,0,0,0,1,0,1,0.0,2,2.0,0.02,0.03,0.944,0.026,192,239,0,normal,0.9529,2196.0,0.025,0.918,2285.1197,0.0,0.0104
13.17,1298.0,1374.0,0,0,0,0,0,1,0.0,15,38.0,0.033,0.021,0.862,0.036,252,78,0,normal,1.0577,2672.0,0.027,0.826,202.8699,0.0,0.0593
0.69,1365.0,1027.0,0,0,0,3,0,1,0.0,7,6.0,0.026,0.019,0.954,0.016,233,215,0,normal,0.7518,2392.0,0.0225,0.938,3461.6498,0.0,0.0299
0.71,7568.0,0.0,0,1,0,0,0,0,0.0,322,439.0,0.858,0.037,0.942,0.048,3,8,1,dos,0.0,7568.0,0.4475,0.894,10644.1632,0.0,80.5
1.21,1426.0,1337.0,0,0,0,2,0,1,0.0,21,3.0,0.004,0.025,0.816,0.093,238,180,0,normal,0.9369,2763.0,0.0145,0.723,2281.5855,0.0,0.0879
8.79,1676.0,950.0,0,0,0,4,0,1,0.0,32,1.0,0.018,0.024,0.805,0.014,211,207,0,normal,0.5665,2626.0,0.021,0.791,298.7146,0.0,0.1509
10.6,1911.0,1218.0,0,0,0,0,0,1,0.0,38,23.0,0.042,0.048,0.939,0.049,248,133,0,normal,0.637,3129.0,0.045,0.89,295.1608,0.0,0.1526
4.11,771.0,1444.0,0,0,0,0,0,1,0.0,37,41.0,0.007,0.01,0.814,0.047,243,138,0,normal,1.8705,2215.0,0.0085,0.767,538.7983,0.0,0.1516
5.13,1200.0,2219.0,0,0,0,1,0,1,0.0,17,49.0,0.043,0.008,0.856,0.029,106,250,0,normal,1.8476,3419.0,0.0255,0.827,666.3418,0.0,0.1589
2.16,844.0,1257.0,0,0,0,2,0,1,0.0,16,20.0,0.032,0.032,0.879,0.095,204,81,0,normal,1.4876,2101.0,0.032,0.784,972.2351,0.0,0.078
3.86,2213.0,812.0,0,0,0,4,0,1,0.0,12,12.0,0.01,0.008,0.925,0.053,205,141,0,normal,0.3668,3025.0,0.009,0.872,783.4758,0.0,0.0583
0.29,8248.0,0.0,0,0,0,1,0,0,0.0,342,439.0100000000002,0.83,0.058,0.985,0.015,4,9,1,dos,0.0,8248.0,0.444,0.97,28343.6426,0.0,68.4
6.11,2314.0,1434.0,0,0,0,3,0,1,0.0,14,34.0,0.048,0.047,0.965,0.065,181,219,0,normal,0.6194,3748.0,0.0475,0.9,613.3202,0.0,0.0769
6.71,1670.0,960.0,0,0,0,3,0,1,0.0,43,30.0,0.019,0.047,0.977,0.056,115,213,0,normal,0.5745,2630.0,0.033,0.921,391.8939,0.0,0.3707
5.01,801.0,652.0,0,0,0,3,0,1,0.0,8,33.0,0.014,0.018,0.921,0.046,106,119,0,normal,0.813,1453.0,0.016,0.875,289.9621,0.0,0.0748
5.34,1726.0,565.0,0,0,0,0,0,1,0.0,24,25.0,0.017,0.029,0.925,0.032,134,125,0,normal,0.3272,2291.0,0.023,0.893,428.9459,0.0,0.1778
33.99,1415.0,10076.0,0,0,0,21,0,1,4.0,12,2.0,0.045,0.042,0.948,0.174,6,3,1,r2l_exfiltration,7.1158,11491.0,0.0435,0.774,338.0601,4.0,1.7143
8.12,1195.0,664.0,0,1,0,4,0,1,0.0,28,20.0,0.007,0.016,0.957,0.009,155,121,0,normal,0.5552,1859.0,0.0115,0.948,228.9127,0.0,0.1795
1.59,1597.0,1270.0,0,0,0,2,0,1,0.0,5,48.0,0.026,0.003,0.977,0.011,127,170,0,normal,0.7947,2867.0,0.0145,0.966,1802.0113,0.0,0.0391
0.09,160.0,128.0,0,0,0,2,0,0,0.0,119,18.0,0.015,0.637,0.11,0.949,191,27,1,probe,0.795,288.0,0.326,-0.839,3164.8352,0.0,0.6198
3.11,366.0,1292.0,0,0,0,4,0,1,0.0,4,39.0,0.005,0.025,0.876,0.079,111,233,0,normal,3.5204,1658.0,0.015,0.797,532.9476,0.0,0.0357
0.68,6174.0,0.0,0,0,0,0,0,0,0.0,471,406.0,0.855,0.092,0.97,0.049,7,7,1,dos,0.0,6174.0,0.4735,0.921,9066.0793,0.0,58.875
5.0,1772.0,1124.0,0,0,0,3,0,1,0.0,15,19.0,0.047,0.028,0.89,0.088,222,132,0,normal,0.634,2896.0,0.0375,0.802,579.0842,0.0,0.0673
15.16,1977.0,1394.0,0,0,0,2,0,1,0.0,41,20.0,0.024,0.015,0.91,0.059,208,231,0,normal,0.7048,3371.0,0.0195,0.851,222.3468,0.0,0.1962
6.7,1474.0,1090.0,0,0,0,4,0,1,0.0,11,16.0,0.042,0.003,0.858,0.024,176,89,0,normal,0.739,2564.0,0.0225,0.834,382.6295,0.0,0.0621
3.76,1049.0,1320.0,0,0,0,4,0,1,0.0,26,9.0,0.043,0.04,0.844,0.083,129,241,0,normal,1.2571,2369.0,0.0415,0.761,629.8857,0.0,0.2
7.41,1135.0,1603.0,0,0,0,1,0,1,0.0,25,42.0,0.014,0.038,0.873,0.092,164,101,0,normal,1.4111,2738.0,0.026,0.781,369.4508,0.0,0.1515
0.29,712.0,489.0,0,0,0,9,12,0,0.0,46,4.0,0.125,0.952,0.984,0.283,40,1,1,brute_force,0.6858,1201.0,0.5385,0.701,4127.1478,24.0,1.122
0.56,1277.0,1467.0,0,0,0,2,0,1,0.0,35,29.0,0.033,0.047,0.861,0.089,122,100,0,normal,1.1479,2744.0,0.04,0.772,4891.2656,0.0,0.2846
1.91,1706.0,899.0,0,0,0,3,0,1,0.0,10,12.0,0.014,0.021,0.936,0.036,159,251,0,normal,0.5267,2605.0,0.0175,0.9,1363.1606,0.0,0.0625
2.29,824.0,1385.0,0,0,0,4,0,1,0.0,9,40.0,0.02,0.033,0.83,0.04,126,149,0,normal,1.6788,2209.0,0.0265,0.79,964.2078,0.0,0.0709
18.15,1661.0,1967.0,0,0,0,0,0,1,0.0,19,17.0,0.036,0.023,0.936,0.049,142,197,0,normal,1.1835,3628.0,0.0295,0.887,199.8788,0.0,0.1329
1.02,669.0,1120.0,0,0,0,4,0,1,0.0,48,46.0,0.037,0.037,0.889,0.035,226,184,0,normal,1.6716,1789.0,0.037,0.854,1752.2037,0.0,0.2115
1.42,1700.0,1368.0,0,0,0,0,0,1,0.0,26,47.0,0.035,0.045,0.887,0.048,145,128,0,normal,0.8042,3068.0,0.04,0.839,2159.0429,0.0,0.1781
1.03,822.0,1090.0,0,0,0,3,0,1,0.0,7,40.0,0.049,0.04,0.978,0.079,196,63,0,normal,1.3244,1912.0,0.0445,0.899,1854.5102,0.0,0.0355
6.16,867.0,1310.0,0,0,0,4,0,1,0.0,18,33.0,0.016,0.032,0.849,0.066,165,180,0,normal,1.5092,2177.0,0.024,0.783,353.3517,0.0,0.1084
2.72,2112.0,1630.0,0,0,0,3,0,1,0.0,41,35.0,0.035,0.019,0.824,0.085,229,72,0,normal,0.7714,3742.0,0.027,0.739,1375.2297,0.0,0.1783
7.78,1513.0,1349.0,0,0,0,4,0,1,0.0,28,36.0,0.033,0.02,0.813,0.072,134,169,0,normal,0.891,2862.0,0.0265,0.741,367.819,0.0,0.2074
11.33,1582.0,1363.0,0,0,0,2,0,1,0.0,30,25.0,0.026,0.021,0.976,0.045,181,82,0,normal,0.861,2945.0,0.0235,0.931,259.9065,0.0,0.1648
15.86,1806.0,1022.0,0,0,0,0,0,1,0.0,20,42.0,0.03,0.038,0.997,0.001,154,236,0,normal,0.5656,2828.0,0.034,0.996,178.299,0.0,0.129
8.29,895.0,1681.0,0,0,0,0,0,1,0.0,44,26.0,0.011,0.021,0.919,0.085,189,125,0,normal,1.8761,2576.0,0.016,0.834,310.6983,0.0,0.2316
2.57,1425.0,1513.0,0,0,0,3,1,1,0.0,25,21.0,0.043,0.043,0.979,0.083,103,243,0,normal,1.061,2938.0,0.043,0.896,1142.746,2.0,0.2404
0.61,773.0,427.0,0,0,0,2,15,0,2.0,86,4.0,0.046,0.726,0.719,0.093,43,2,1,brute_force,0.5517,1200.0,0.386,0.626,1963.9935,32.0,1.9545
53.01,1106.0,11488.120000000003,0,0,0,6,0,1,3.0,2,1.0,0.047,0.078,0.955,0.003,17,18,1,r2l_exfiltration,10.3777,12594.120000000003,0.0625,0.952,237.5756,3.0,0.1111
2.97,516.0,401.0,0,0,0,3,14,0,3.0,54,5.0,0.12,0.596,0.798,0.239,49,4,1,brute_force,0.7756,917.0,0.358,0.559,308.6503,31.0,1.08
0.99,8698.0,0.0,0,0,0,1,0,0,0.0,206,439.0100000000002,0.964,0.095,0.924,0.038,4,4,1,dos,0.0,8698.0,0.5295,0.886,8776.9929,0.0,41.2
0.55,1397.0,1389.0,0,0,0,0,0,1,0.0,41,22.0,0.031,0.019,0.841,0.02,222,240,0,normal,0.9936,2786.0,0.025,0.821,5056.2613,0.0,0.1839
6.17,1515.0,1383.0,0,0,0,0,0,1,0.0,38,15.0,0.049,0.003,0.975,0.02,106,165,0,normal,0.9123,2898.0,0.026,0.955,469.6159,0.0,0.3551
2.62,665.0,916.0,0,0,0,2,0,1,0.0,45,24.0,0.032,0.002,0.946,0.016,231,234,0,normal,1.3754,1581.0,0.017,0.93,603.2049,0.0,0.194
3.3,1731.0,1423.0,0,0,0,2,0,1,0.0,49,13.0,0.035,0.041,0.984,0.078,183,215,0,normal,0.8216,3154.0,0.038,0.906,955.468,0.0,0.2663
0.02,193.0,120.0,0,0,0,2,0,0,0.0,320,19.0,0.14,0.804,0.035,0.741,148,3,1,probe,0.6186,313.0,0.472,-0.706,14904.7619,0.0,2.1477
17.71,1296.0,1304.0,0,0,0,4,0,1,0.0,23,2.0,0.038,0.009,0.875,0.029,181,252,0,normal,1.0054,2600.0,0.0235,0.846,146.8014,0.0,0.1264
8.91,1539.0,1548.0,0,0,0,4,0,1,0.0,42,25.0,0.002,0.006,0.979,0.078,246,164,0,normal,1.0052,3087.0,0.004,0.901,346.4258,0.0,0.17
14.58,1639.0,11488.120000000003,0,0,0,9,0,1,7.0,27,9.0,0.021,0.064,0.674,0.08,17,10,1,r2l_exfiltration,7.005,13127.120000000003,0.0425,0.594,900.2894,7.0,1.5
0.3,1002.0,581.0,0,0,0,4,0,1,0.0,6,26.0,0.046,0.022,0.889,0.085,182,248,0,normal,0.5793,1583.0,0.034,0.804,5259.1362,0.0,0.0328
5.94,1094.0,1083.0,0,0,0,0,0,1,0.0,6,45.0,0.036,0.005,0.871,0.04,239,178,0,normal,0.989,2177.0,0.0205,0.831,366.4366,0.0,0.025
7.18,334.0,791.0,0,0,0,3,0,1,0.0,38,38.0,0.002,0.023,0.988,0.087,196,241,0,normal,2.3612,1125.0,0.0125,0.901,156.6634,0.0,0.1929
0.6,744.0,1066.0,0,0,0,2,0,1,0.0,3,10.0,0.045,0.047,0.957,0.091,211,168,0,normal,1.4309,1810.0,0.046,0.866,3011.6473,0.0,0.0142
5.34,1956.0,903.0,0,0,0,0,0,1,0.0,1,34.0,0.002,0.013,0.913,0.032,202,225,0,normal,0.4614,2859.0,0.0075,0.881,535.293,0.0,0.0049
3.43,1477.0,882.0,0,0,0,3,0,1,0.0,19,49.0,0.038,0.022,0.987,0.076,102,237,0,normal,0.5968,2359.0,0.03,0.911,687.5546,0.0,0.1845
0.08,864.0,352.0,0,0,0,4,5,0,1.0,58,4.0,0.001,0.948,0.76,0.12,10,9,1,brute_force,0.4069,1216.0,0.4745,0.64,15012.3457,11.0,5.2727
68.70220000000005,1474.0,7454.0,0,0,0,24,0,1,13.0,27,3.0,0.021,0.064,0.664,0.088,20,11,1,r2l_exfiltration,5.0536,8928.0,0.0425,0.576,129.9503,13.0,1.2857
0.71,1774.0,1175.0,0,0,0,1,0,1,0.0,41,20.0,0.045,0.044,0.981,0.046,154,199,0,normal,0.662,2949.0,0.0445,0.935,4147.6793,0.0,0.2645
2.51,323.0,211.0,0,0,0,4,7,0,4.0,42,2.0,0.196,0.922,0.816,0.216,44,12,1,brute_force,0.6512,534.0,0.559,0.6,212.6643,18.0,0.9333
1.09,1692.0,1176.0,0,0,0,0,0,1,0.0,26,35.0,0.001,0.049,0.859,0.023,198,130,0,normal,0.6946,2868.0,0.025,0.836,2628.7809,0.0,0.1307
5.65,1250.0,1399.0,0,0,0,1,0,1,0.0,20,19.0,0.009,0.012,0.882,0.005,192,127,0,normal,1.1183,2649.0,0.0105,0.877,468.7666,0.0,0.1036
4.11,1506.0,1039.0,0,0,0,2,0,1,0.0,31,32.0,0.026,0.009,0.952,0.1,172,87,0,normal,0.6894,2545.0,0.0175,0.852,619.0708,0.0,0.1792
4.13,322.0,341.0,0,0,0,4,11,0,0.0,35,8.0,0.131,0.885,0.961,0.286,33,15,1,brute_force,1.0557,663.0,0.508,0.675,160.4938,22.0,1.0294
3.23,1299.0,1424.0,0,0,0,3,0,1,0.0,43,26.0,0.017,0.003,0.993,0.017,252,164,0,normal,1.0954,2723.0,0.01,0.976,842.7731,0.0,0.17
5.18,2135.0,2029.0,0,0,0,2,0,1,0.0,48,39.0,0.047,0.031,0.857,0.009,229,133,0,normal,0.9499,4164.0,0.039,0.848,803.7058,0.0,0.2087
1.29,1663.0,791.0,0,0,0,4,0,1,0.0,2,44.0,0.001,0.047,0.84,0.031,206,100,0,normal,0.4754,2454.0,0.024,0.809,1900.8521,0.0,0.0097
0.71,6909.0,0.0,0,0,0,1,0,0,0.0,443,404.0,0.964,0.016,0.973,0.032,8,2,1,dos,0.0,6909.0,0.49,0.941,9717.2996,0.0,49.2222
3.93,1825.0,1765.0,0,0,0,1,0,1,0.0,30,37.0,0.034,0.005,0.859,0.045,186,207,0,normal,0.9666,3590.0,0.0195,0.814,913.2536,0.0,0.1604
0.02,150.99,96.0,0,0,0,0,0,0,0.0,205,4.0,0.256,0.664,0.035,0.9540100000000001,188,1,1,probe,0.6316,246.99,0.46,-0.919,11761.4286,0.0,1.0847
6.86,1090.0,1890.0,0,0,0,0,0,1,0.0,49,20.0,0.023,0.01,0.852,0.032,205,125,0,normal,1.7324,2980.0,0.0165,0.82,434.339,0.0,0.2379
16.87,951.0,809.0,0,0,0,1,0,1,0.0,14,44.0,0.013,0.02,0.819,0.096,238,71,0,normal,0.8498,1760.0,0.0165,0.723,104.321,0.0,0.0586
2.1,1379.0,731.0,0,0,0,0,0,1,0.0,46,47.0,0.03,0.044,0.811,0.022,151,167,0,normal,0.5297,2110.0,0.037,0.789,1004.2837,0.0,0.3026
1.96,1440.0,972.0,0,0,0,4,0,1,0.0,13,6.0,0.021,0.023,0.863,0.079,150,203,0,normal,0.6745,2412.0,0.022,0.784,1229.9847,0.0,0.0861
4.63,1387.0,1149.0,0,0,0,0,0,1,0.0,29,9.0,0.048,0.046,0.997,0.026,194,108,0,normal,0.8278,2536.0,0.047,0.971,547.6139,0.0,0.1487
9.56,1564.0,1729.0,0,0,0,2,0,1,0.0,25,28.0,0.037,0.032,0.886,0.026,105,121,0,normal,1.1048,3293.0,0.0345,0.86,344.42,0.0,0.2358
0.41,1595.0,1422.0,0,0,0,3,0,1,0.0,2,22.0,0.013,0.019,0.918,0.006,164,86,0,normal,0.891,3017.0,0.016,0.912,7340.6326,0.0,0.0121
2.52,1476.0,424.0,0,0,0,2,0,1,0.0,5,15.0,0.005,0.002,0.842,0.001,218,199,0,normal,0.2871,1900.0,0.0035,0.841,753.6692,0.0,0.0228
3.65,966.0,1264.0,0,0,0,0,0,1,0.0,22,25.0,0.042,0.033,0.883,0.067,104,167,0,normal,1.3071,2230.0,0.0375,0.816,610.7916,0.0,0.2095
8.82,1327.0,1510.0,0,0,0,2,0,1,0.0,12,13.0,0.032,0.039,0.875,0.002,135,72,0,normal,1.137,2837.0,0.0355,0.873,321.6189,0.0,0.0882
2.43,1949.0,1236.0,0,0,0,1,0,1,0.0,14,25.0,0.05,0.045,0.939,0.046,183,80,0,normal,0.6338,3185.0,0.0475,0.893,1310.1604,0.0,0.0761
8.03,1278.0,1608.0,0,0,0,4,0,1,0.0,5,31.0,0.033,0.019,0.898,0.041,236,209,0,normal,1.2572,2886.0,0.026,0.857,359.3575,0.0,0.0211
3.57,1499.0,1198.0,0,0,0,4,0,1,0.0,25,49.0,0.03,0.014,0.998,0.024,106,211,0,normal,0.7987,2697.0,0.022,0.974,755.2506,0.0,0.2336
6.29,971.0,1408.0,0,0,0,4,0,1,0.0,12,30.0,0.005,0.034,0.858,0.04,111,157,0,normal,1.4486,2379.0,0.0195,0.818,378.1593,0.0,0.1071
0.8,1817.0,1241.0,0,0,0,1,0,1,0.0,27,18.0,0.028,0.048,0.827,0.063,248,188,0,normal,0.6826,3058.0,0.038,0.764,3817.7278,0.0,0.1084
3.07,1505.0,1133.0,0,0,0,2,0,1,0.0,6,36.0,0.015,0.004,0.952,0.059,185,71,0,normal,0.7523,2638.0,0.0095,0.893,859.0036,0.0,0.0323
0.02,241.0,110.0,0,0,0,1,0,0,0.0,158,10.0,0.201,0.654,0.084,0.918,250,18,1,probe,0.4545,351.0,0.4275,-0.834,16714.2857,0.0,0.6295
16.48,674.0,1252.0,0,0,0,2,0,1,0.0,36,49.0,0.027,0.01,0.956,0.04,131,62,0,normal,1.8548,1926.0,0.0185,0.916,116.8618,0.0,0.2727
0.52,1780.0,979.0,0,0,0,0,1,1,0.0,5,4.0,0.029,0.003,0.849,0.089,133,139,0,normal,0.5497,2759.0,0.016,0.76,5295.5854,2.0,0.0373
15.13,1083.0,1167.0,0,0,0,3,0,1,0.0,48,7.0,0.034,0.048,0.931,0.038,190,181,0,normal,1.0766,2250.0,0.041,0.893,148.7013,0.0,0.2513
3.74,1171.0,1094.0,0,0,0,1,0,1,0.0,31,21.0,0.003,0.009,0.953,0.027,182,186,0,normal,0.9334,2265.0,0.006,0.926,605.4531,0.0,0.1694
5.66,1607.0,1338.0,0,0,0,1,0,1,0.0,18,6.0,0.036,0.027,0.879,0.046,227,149,0,normal,0.8321,2945.0,0.0315,0.833,520.2261,0.0,0.0789
2.55,1576.0,1312.0,0,0,0,3,0,1,0.0,18,2.0,0.021,0.044,0.928,0.074,133,123,0,normal,0.832,2888.0,0.0325,0.854,1132.1051,0.0,0.1343
3.32,1369.0,1262.0,0,0,0,3,0,1,0.0,32,47.0,0.04,0.04,0.858,0.025,176,223,0,normal,0.9212,2631.0,0.04,0.833,792.2313,0.0,0.1808
6.52,2316.0,942.0,0,0,0,2,0,1,0.0,42,42.0,0.007,0.003,0.875,0.014,180,196,0,normal,0.4066,3258.0,0.005,0.861,499.6166,0.0,0.232
0.03,1289.0,1804.0,0,0,0,0,0,1,0.0,11,38.0,0.047,0.007,0.813,0.085,152,106,0,normal,1.3984,3093.0,0.027,0.728,99774.1935,0.0,0.0719
2.23,997.0,1366.0,0,0,0,3,0,1,0.0,44,3.0,0.048,0.032,0.909,0.016,172,208,0,normal,1.3687,2363.0,0.04,0.893,1059.1663,0.0,0.2543
0.69,1113.0,1473.0,0,0,0,4,0,1,0.0,45,36.0,0.026,0.038,0.862,0.001,200,148,0,normal,1.3223,2586.0,0.032,0.861,3742.4023,0.0,0.2239
16.46,1049.0,1182.0,0,0,0,2,0,1,0.0,38,48.0,0.024,0.012,0.857,0.056,180,241,0,normal,1.1257,2231.0,0.018,0.801,135.5325,0.0,0.2099
3.88,1398.0,1265.0,0,0,0,3,0,1,0.0,7,12.0,0.037,0.028,0.907,0.029,221,252,0,normal,0.9042,2663.0,0.0325,0.878,686.1634,0.0,0.0315
0.06,2002.0,990.0,0,0,0,4,0,1,0.0,42,45.0,0.032,0.026,0.957,0.084,202,208,0,normal,0.4943,2992.0,0.029,0.873,49049.1803,0.0,0.2069
8.03,1294.0,1292.0,0,0,0,1,1,1,0.0,12,47.0,0.044,0.03,0.821,0.022,136,114,0,normal,0.9977,2586.0,0.037,0.799,322.0022,2.0,0.0876
1.13,8499.0,0.0,1,0,0,0,0,0,0.0,471,365.0,0.964,0.041,0.906,0.025,7,9,1,dos,0.0,8499.0,0.5025,0.881,7514.5889,0.0,58.875
25.7,571.0,1701.0,0,0,0,1,0,1,0.0,33,31.0,0.018,0.015,0.841,0.074,188,243,0,normal,2.9738,2272.0,0.0165,0.767,88.4012,0.0,0.1746
0.89,1149.0,2041.0,0,0,0,4,0,1,0.0,36,34.0,0.012,0.017,0.924,0.073,196,192,0,normal,1.7748,3190.0,0.0145,0.851,3580.2469,0.0,0.1827
0.15,721.0,407.0,0,0,0,7,13,0,4.0,38,8.0,0.108,0.64,0.574,0.263,34,13,1,brute_force,0.5637,1128.0,0.374,0.311,7470.1987,30.0,1.0857
13.81,1587.0,1166.0,0,0,0,0,0,1,0.0,30,6.0,0.015,0.018,0.897,0.07,192,237,0,normal,0.7343,2753.0,0.0165,0.827,199.3339,0.0,0.1554
8.77,2511.0,1101.0,0,0,0,3,0,1,0.0,25,32.0,0.045,0.004,0.976,0.096,149,202,0,normal,0.4383,3612.0,0.0245,0.88,411.8117,0.0,0.1667
15.52,1659.0,1084.0,0,0,0,3,0,1,0.0,32,11.0,0.016,0.011,0.992,0.026,241,238,0,normal,0.653,2743.0,0.0135,0.966,176.7283,0.0,0.1322
2.53,1340.0,1730.0,0,0,0,2,0,1,0.0,47,17.0,0.031,0.001,0.918,0.019,239,64,0,normal,1.2901,3070.0,0.016,0.899,1212.9593,0.0,0.1958
20.67,1225.0,1770.0,0,0,0,0,0,1,0.0,23,3.0,0.045,0.033,0.996,0.076,193,198,0,normal,1.4437,2995.0,0.039,0.92,144.889,0.0,0.1186
0.51,1583.0,880.0,0,0,0,3,0,1,0.0,39,11.0,0.042,0.032,0.998,0.066,111,250,0,normal,0.5556,2463.0,0.037,0.932,4819.9609,0.0,0.3482
13.09,1942.0,1355.0,0,0,0,3,0,1,0.0,41,43.0,0.023,0.035,0.835,0.016,157,131,0,normal,0.6974,3297.0,0.029,0.819,251.8524,0.0,0.2595
2.88,1717.0,1182.0,0,0,0,2,0,1,0.0,16,27.0,0.037,0.001,0.986,0.056,237,128,0,normal,0.688,2899.0,0.019,0.93,1006.2478,0.0,0.0672
2.73,284.0,413.0,0,0,0,6,9,0,3.0,56,5.0,0.029,0.699,0.674,0.203,8,9,1,brute_force,1.4491,697.0,0.364,0.471,255.2179,21.0,6.2222
3.08,983.0,848.0,0,0,0,1,0,1,0.0,37,25.0,0.013,0.003,0.854,0.043,138,240,0,normal,0.8618,1831.0,0.008,0.811,594.2876,0.0,0.2662
0.07,150.99,178.0,0,0,0,2,0,0,0.0,118,15.0,0.164,0.689,0.193,0.811,105,6,1,probe,1.1711,328.99,0.4265,-0.618,4633.662,0.0,1.1132
14.03,1973.0,2028.0,0,0,0,2,0,1,0.0,17,26.0,0.044,0.039,0.931,0.048,108,166,0,normal,1.0274,4001.0,0.0415,0.883,285.1543,0.0,0.156
6.01,1682.0,1237.0,0,0,0,4,0,1,0.0,18,26.0,0.035,0.042,0.802,0.061,201,160,0,normal,0.735,2919.0,0.0385,0.741,485.6097,0.0,0.0891
3.36,767.0,268.0,0,0,0,5,4,0,1.0,57,2.0,0.16,0.837,0.827,0.086,27,5,1,brute_force,0.349,1035.0,0.4985,0.741,307.9441,9.0,2.0357
0.02,150.99,85.0,0,0,0,1,0,0,0.0,221,15.0,0.279,0.844,0.197,0.74,226,1,1,probe,0.5592,235.99,0.5615,-0.543,11237.619,0.0,0.9736
3.03,1776.0,1380.0,0,0,0,2,1,1,0.0,3,18.0,0.001,0.042,0.965,0.079,201,178,0,normal,0.7766,3156.0,0.0215,0.886,1041.2405,2.0,0.0149
1.1,1833.0,576.0,0,0,0,3,0,1,0.0,46,41.0,0.039,0.004,0.943,0.056,166,158,0,normal,0.3141,2409.0,0.0215,0.887,2188.0109,0.0,0.2754
14.21,1566.0,1261.0,0,0,0,3,0,1,0.0,37,33.0,0.021,0.001,0.975,0.026,105,192,0,normal,0.8047,2827.0,0.011,0.949,198.9304,0.0,0.3491
0.64,1605.0,1056.0,0,0,0,3,0,1,0.0,49,30.0,0.02,0.043,0.847,0.053,138,176,0,normal,0.6575,2661.0,0.0315,0.794,4151.3261,0.0,0.3525
1.03,1914.0,1699.0,0,0,0,3,0,1,0.0,20,26.0,0.041,0.033,0.893,0.021,214,177,0,normal,0.8872,3613.0,0.037,0.872,3504.3647,0.0,0.093
5.57,2081.0,810.0,0,0,0,2,0,1,0.0,14,45.0,0.022,0.028,0.858,0.012,245,85,0,normal,0.389,2891.0,0.025,0.846,518.9374,0.0,0.0569
1.33,1544.0,1060.0,0,0,0,3,0,1,0.0,33,20.0,0.002,0.015,0.978,0.051,123,156,0,normal,0.6861,2604.0,0.0085,0.927,1956.4237,0.0,0.2661
4.05,1636.0,1175.0,0,0,0,0,0,1,0.0,20,17.0,0.046,0.002,0.929,0.095,203,250,0,normal,0.7178,2811.0,0.024,0.834,693.9027,0.0,0.098
0.06,150.99,96.0,0,0,0,0,0,0,0.0,180,19.0,0.039,0.712,0.151,0.733,19,9,1,probe,0.6316,246.99,0.3755,-0.582,4049.0164,0.0,9.0
4.68,1857.0,1100.0,0,0,0,0,0,1,0.0,26,7.0,0.034,0.022,0.851,0.072,100,158,0,normal,0.592,2957.0,0.028,0.779,631.7026,0.0,0.2574
